net,length_um
_09993_,204.08
_12534_,204.055
_12857_,203.88
_07958_,203.86
_12536_,203.79
_04730_,203.78
net4994,203.76
_05811_,203.525
_12304_,203.43
_12591_,203.4
_11086_,203.18
_05874_,203.16
_05891_,203.035
_07732_,203.015
_05939_,202.96
_05933_,202.82
_06982_,202.53
_13681_,202.44
_07279_,202.4
_12516_,202.4
u_cpu.cpu_state\[1\],202.37
_12538_,202.04
_12395_,202
_10598_,201.94
_07691_,201.9
_06154_,201.89
_12595_,201.87
_07105_,201.79
_07032_,201.76
_12618_,201.76
_07853_,201.74
_09551_,201.72
_09174_,201.69
net4863,201.69
_05313_,201.575
_10760_,201.57
_12787_,201.44
net4870,201.4
_13763_,201.035
_12851_,201.02
_05875_,200.98
_12563_,200.98
_04679_,200.94
_10076_,200.94
_12656_,200.715
_12583_,200.6
_12859_,200.57
_12848_,200.55
_12813_,200.52
_04707_,200.51
_07968_,200.48
_10929_,200.36
_05942_,200.235
_06928_,199.86
_12578_,199.8
_08883_,199.52
_13841_,199.52
u_cpu.reg_pc\[12\],199.46
net4727,199.24
_12766_,199.17
_07315_,198.92
_07064_,198.81
_12763_,198.28
_06412_,197.77
u_cpu.reg_pc\[25\],197.66
_12559_,197.62
_05727_,197.58
_07587_,197.28
_12868_,197.27
_11335_,196.86
u_cpu.pcpi_rs1\[29\],196.66
_12565_,196.52
_12537_,196.51
_08771_,196.36
_10037_,196.36
_12625_,196.08
_05937_,196.02
_07306_,195.9
u_cpu.pcpi_rs2\[25\],195.87
_10680_,195.82
_09198_,195.68
_05792_,195.58
_12422_,195.46
_12642_,195.345
_12460_,195.3
_10585_,195.16
_06388_,195.09
_13803_,195.045
_07428_,194.78
_04760_,194.775
_04568_,194.745
_04759_,194.68
_09000_,194.62
_12792_,194.6
_12804_,194.56
_12811_,194.55
_12580_,194.47
_12624_,194.46
_13366_,194.395
_07961_,194.36
net4736,194.32
_00883_,194.265
_12507_,194.1
_13496_,194.075
_12818_,193.95
_07291_,193.83
_09282_,193.8
_09014_,193.75
_12647_,193.535
_12303_,193.42
_13450_,193.4
_07049_,193.315
cpu_mem_rdata\[8\],193.26
_07616_,193.17
u_cpu.alu_out_q\[18\],193.08
_07437_,193.035
_10868_,193
_09001_,192.98
_09486_,192.97
_12469_,192.68
u_cpu.alu_out_q\[17\],192.66
_04795_,192.55
_07909_,192.48
_12849_,192.45
_12296_,192.32
_07001_,192.3
_10763_,192.3
_12465_,192.29
_06033_,192.025
net5004,191.96
_14134_,191.505
_12619_,191.46
net5132,191.45
_13670_,191.41
_13419_,191.24
_10823_,191.14
_13563_,190.995
u_cpu.reg_pc\[24\],190.87
_07855_,190.8
_13465_,190.78
u_cpu.mem_la_wdata\[7\],190.775
_05911_,190.64
_09385_,190.62
_10905_,190.56
net4834,190.55
_05906_,190.44
_12350_,190.38
_12687_,190.3
_09042_,190.22
_12783_,190.2
u_cpu.decoded_imm_j\[11\],190.19
_07098_,190.09
_04567_,190.06
_05919_,189.81
_12473_,189.6
_13834_,189.42
_12504_,189.34
_04685_,189.22
_12700_,188.98
_12322_,188.955
_13910_,188.905
net664,188.74
_13672_,188.68
_12338_,188.58
_10775_,188.52
_07305_,188.35
_12433_,188.32
_04787_,188.315
_10108_,188.14
_12620_,188.14
_07302_,188.04
_05896_,187.985
_12574_,187.9
_07186_,187.88
net4865,187.84
_12018_,187.62
_07256_,187.56
_14056_,187.5
cpu_mem_rdata\[10\],187.48
_08307_,187.38
_13348_,187.36
_12774_,187.31
u_cpu.alu_out_q\[22\],187.24
_12384_,187.14
_12513_,187.14
_09230_,187.04
_13549_,187.04
_14510_,187.04
_10758_,186.98
_12870_,186.94
_07337_,186.92
_12588_,186.76
_04809_,186.69
net4767,186.42
_13762_,186.295
u_cpu.is_slli_srli_srai,186.28
_10571_,186.18
cpu_mem_rdata\[16\],186.145
_11078_,186.055
_04334_,186
_11043_,185.92
_12413_,185.92
_12666_,185.78
_12697_,185.72
_04796_,185.7
_05892_,185.52
_13237_,185.415
_12767_,185.35
u_interconnect.m_axi_wdata\[20\],185.26
_12511_,185.22
_12854_,185.16
_10021_,185.05
_10513_,185.04
_09262_,185.015
_12902_,184.74
_12856_,184.56
_12346_,184.4
_07201_,184.345
u_cpu.decoded_imm\[4\],184.23
_12621_,184.18
_12543_,184.14
_12515_,184.02
net4789,184
_12512_,183.96
_12881_,183.86
_10761_,183.72
net2188,183.72
_12829_,183.49
_07198_,183.46
u_cpu.alu_out_q\[12\],183.35
_07239_,183.3
_06935_,183.12
_05724_,183.08
cpu_mem_rdata\[20\],183.08
_12708_,183.025
_12874_,183.02
_04738_,182.84
_11635_,182.83
_14546_,182.71
_04360_,182.68
_14547_,182.535
_08999_,182.5
_14549_,182.475
net3,182.33
clknet_leaf_8_clk,182.2
_13894_,182.055
_00029_,181.965
_07174_,181.96
_09068_,181.94
_07483_,181.88
_12705_,181.84
u_cpu.decoded_imm\[5\],181.7
_12468_,181.64
_14553_,181.565
_04420_,181.52
_12431_,181.5
_04674_,181.46
u_cpu.reg_pc\[20\],181.4
_13801_,181.38
_12873_,181.19
_14467_,181.19
_06937_,181.08
_12423_,181.08
cpu_mem_rdata\[17\],181.08
_12577_,180.92
_12589_,180.92
_07324_,180.9
_07221_,180.66
_05108_,180.62
_14184_,180.62
_08977_,180.56
_12853_,180.32
_12855_,180.28
_12508_,180.13
_07183_,180.08
_08348_,180.04
net4661,180.03
_04761_,179.94
net4431,179.9
_07298_,179.88
_13585_,179.85
_12865_,179.82
_06115_,179.76
_05929_,179.66
_07248_,179.64
_13914_,179.545
_05607_,179.49
_12318_,179.28
_06159_,179.175
_12837_,179.08
_04542_,178.98
_12871_,178.82
_04675_,178.81
_12472_,178.67
_04678_,178.59
_07299_,178.58
_09020_,178.54
_12397_,178.5
_12885_,178.44
u_cpu.alu_out_q\[14\],178.29
_11019_,178.19
_10681_,178.06
_12430_,178.05
_06926_,178.04
u_interconnect.m_axi_wdata\[21\],177.98
net4889,177.93
_07253_,177.83
_12833_,177.8
cpu_mem_rdata\[22\],177.8
_10826_,177.54
_09007_,177.47
u_cpu.mem_la_wdata\[2\],177.35
_07572_,177.275
_08863_,177.16
_12535_,177.12
_04737_,177.05
_10151_,176.99
_13933_,176.975
_12603_,176.92
_07136_,176.69
_05290_,176.68
_13412_,176.54
_14383_,176.54
_13911_,176.415
_06531_,176.32
_08391_,176.21
_05944_,176.08
_11416_,176.06
_11445_,176.04
_13925_,176.035
_12493_,175.96
net4836,175.78
_12510_,175.66
clknet_leaf_83_clk,175.65
_12634_,175.39
_12355_,175.34
_12199_,175.3
_13426_,175.285
_10236_,175.16
_12554_,175.04
_14522_,174.935
clknet_leaf_268_clk,174.93
_05362_,174.755
_14118_,174.66
u_cpu.decoded_imm\[6\],174.38
_13888_,174.36
_07867_,174.24
_04793_,174.215
clknet_leaf_136_clk,174.14
_12105_,174.12
_12914_,173.96
_12585_,173.87
_06389_,173.58
_06883_,173.58
_13895_,173.46
_10991_,173.28
_12718_,173.23
_13907_,172.9
_07142_,172.82
_12459_,172.76
_10451_,172.73
_12576_,172.71
_12909_,172.68
_12863_,172.65
_04668_,172.64
_12461_,172.58
_07072_,172.52
u_sram.w_data_r\[25\],172.42
_09012_,172.37
_14552_,172.355
_04757_,172.165
_12454_,172.16
_12864_,172.12
clknet_4_12_0_clk,171.92
_10542_,171.835
_12443_,171.8
_10130_,171.74
u_sram.w_data_r\[29\],171.66
_12570_,171.64
_12638_,171.64
_07303_,171.62
u_sram.w_data_r\[31\],171.54
_12752_,171.53
cpu_mem_rdata\[11\],171.38
_12342_,171.26
_12699_,171.235
net2862,171.22
_12519_,171.2
_10483_,171.18
_12427_,171.17
clknet_leaf_153_clk,171.14
_12784_,171.12
_12503_,171.06
net2172,171.04
_09015_,170.925
_12527_,170.84
_07525_,170.76
net4556,170.75
_06195_,170.74
_07317_,170.67
_12601_,170.66
net4983,170.66
_12639_,170.655
net231,170.53
_11823_,170.49
_07386_,170.455
_13906_,170.26
_12334_,170.24
_13407_,170.2
_12706_,170.08
_07837_,170.06
_12575_,170.03
net4847,169.99
_07046_,169.88
_10768_,169.82
_07022_,169.81
clknet_leaf_93_clk,169.81
_06906_,169.74
_13615_,169.7
_04482_,169.54
_12850_,169.54
_12521_,169.4
_04606_,169.28
_05955_,169.255
_08257_,169.2
u_cpu.instr_lui,169.13
_07296_,169.12
_06949_,169.09
_09232_,169
net4629,168.92
_08476_,168.84
_08981_,168.84
_04764_,168.825
u_sram.w_data_r\[26\],168.72
u_cpu.alu_out_q\[13\],168.68
_08931_,168.66
u_sram.w_data_r\[30\],168.58
_09237_,168.57
_07264_,168.44
u_cpu.pcpi_rs2\[15\],168.41
_12867_,168.38
net4598,168.28
_10753_,168.26
_12862_,168.22
_07282_,168.18
_13932_,168.18
_12571_,168.16
_14557_,168.12
_12297_,168.06
_13600_,168.055
_11712_,168
_13849_,168
_05373_,167.89
_06341_,167.88
_10469_,167.86
_12604_,167.84
u_cpu.reg_pc\[23\],167.74
_12736_,167.7
_13294_,167.695
_14560_,167.62
_07011_,167.58
_07556_,167.56
_06884_,167.45
_14528_,167.405
_12337_,167.4
_12457_,167.38
_07080_,167.36
net4667,167.26
u_cpu.alu_out_q\[10\],167.23
_13382_,167.2
_08864_,167.175
_07307_,167.1
_09249_,167.04
_06959_,166.96
_10689_,166.84
_12630_,166.82
_12866_,166.82
u_cpu.reg_pc\[22\],166.65
_06347_,166.6
_09245_,166.54
_10379_,166.52
_05381_,166.51
_09055_,166.46
_07292_,166.43
_12517_,166.37
_07088_,166.36
_12464_,166.26
cpu_mem_rdata\[24\],166.16
_12842_,166.14
_04299_,165.96
u_sram.w_data_r\[28\],165.96
_12424_,165.94
_14499_,165.92
_04301_,165.81
_12556_,165.8
_12456_,165.75
_12587_,165.67
_08973_,165.64
_07314_,165.355
_12440_,165.3
_13590_,165.18
_13208_,165.115
_12623_,164.99
_12420_,164.86
_14313_,164.84
net5124,164.77
net1343,164.74
_13337_,164.675
_07316_,164.61
_07581_,164.6
_10695_,164.555
_10896_,164.4
_12715_,164.32
_12626_,164.3
_12925_,164.165
_13322_,164.08
_12415_,164
u_cpu.alu_out_q\[23\],163.8
_06031_,163.68
_09248_,163.62
_12436_,163.615
_12861_,163.56
clknet_4_4_0_clk,163.56
_07842_,163.48
_12690_,163.42
_08437_,163.36
_04733_,163.3
_06927_,163.3
net1077,163.24
_12426_,163.12
u_cpu.alu_out_q\[25\],162.9
_13523_,162.84
_12505_,162.8
_12716_,162.64
_06905_,162.53
net5118,162.38
_06417_,162.32
_07300_,162.315
_07016_,162.22
_07031_,161.96
u_sram.w_data_r\[27\],161.88
_12615_,161.72
_05905_,161.695
_07461_,161.69
_12654_,161.64
_06865_,161.54
_10634_,161.49
_14529_,161.435
_12592_,161.42
_13673_,161.42
_12693_,161.38
_13963_,161.305
_07297_,161
_07161_,160.98
_12567_,160.92
clknet_leaf_55_clk,160.915
_14454_,160.88
clknet_4_8_0_clk,160.83
net4817,160.8
u_cpu.alu_out_q\[21\],160.73
_10031_,160.655
_06971_,160.595
_08939_,160.58
_04766_,160.57
_07103_,160.4
_07126_,160.38
clknet_4_5_0_clk,160.25
_12419_,160.15
_12704_,160.07
_10329_,159.88
_07150_,159.82
_06445_,159.81
_12919_,159.72
_00000_,159.65
clknet_leaf_99_clk,159.62
_10764_,159.49
_04867_,159.42
u_cpu.alu_out_q\[15\],159.28
_08868_,159.24
_12425_,159.015
_06535_,158.94
_12910_,158.81
_05889_,158.77
_13937_,158.77
_11047_,158.72
_11052_,158.65
_13410_,158.65
_10138_,158.52
_06895_,158.5
_12670_,158.46
_12546_,158.42
_04794_,158.415
_07304_,158.4
clknet_4_14_0_clk,158.4
_14503_,158.39
_12869_,158.37
_10604_,158.36
u_interconnect.s1_axi_rdata\[15\],158.34
_12744_,158.32
clknet_leaf_233_clk,158.24
_12890_,158.18
_13924_,158.18
net5155,158.18
_05230_,158.04
_14523_,157.88
_12477_,157.86
_06998_,157.74
_05836_,157.735
_04765_,157.72
_14525_,157.7
_12688_,157.68
_12533_,157.66
_13991_,157.5
_10824_,157.495
_14524_,157.41
_12564_,157.34
_12463_,157.18
_08514_,157.16
_12927_,157.12
_08915_,157.06
_13565_,157.05
_14501_,157.03
_14519_,157.03
u_cpu.alu_out_q\[11\],157
u_cpu.pcpi_rs1\[30\],156.99
_13583_,156.95
clknet_4_0_0_clk,156.91
_04767_,156.8
_04745_,156.74
_12845_,156.7
_13235_,156.485
_12896_,156.48
_13242_,156.46
clknet_leaf_324_clk,156.4
clknet_leaf_130_clk,156.3
_14496_,156.24
_11059_,156.18
_04928_,156.16
_07569_,156.16
u_interconnect.m_axi_wdata\[17\],155.92
_12680_,155.84
_13422_,155.61
_13027_,155.56
_04777_,155.455
net4611,155.43
u_cpu.pcpi_rs2\[16\],155.26
_04784_,155.25
_08936_,155.2
u_interconnect.m_axi_wdata\[19\],155.18
_07109_,155.17
_13736_,155.075
_14485_,155.03
_12721_,155
_12417_,154.92
_12307_,154.88
clknet_4_2_0_clk,154.83
u_cpu.alu_out_q\[8\],154.78
_07280_,154.7
_10174_,154.6
clknet_leaf_326_clk,154.49
_10676_,154.435
_13783_,154.36
_05900_,154.35
_12435_,154.32
clknet_leaf_236_clk,154.14
_12411_,154.12
u_sram.mem\[63\]\[20\],154.02
_12432_,153.96
_12393_,153.94
cpu_mem_addr\[12\],153.88
u_cpu.alu_out_q\[26\],153.84
_12481_,153.62
_08989_,153.6
_13000_,153.56
_07956_,153.54
clknet_leaf_111_clk,153.46
_07004_,153.34
_04806_,153.26
_09172_,153.14
_12421_,153.02
_13522_,152.97
net5200,152.97
u_cpu.reg_pc\[28\],152.815
_12406_,152.72
_07149_,152.68
_13225_,152.64
_09223_,152.61
_13808_,152.58
_12349_,152.57
_09166_,152.54
clknet_leaf_224_clk,152.46
_12839_,152.4
u_cpu.alu_out_q\[24\],152.26
_07295_,152.22
_06988_,152.21
_13433_,152.21
_05931_,152.16
_12502_,152.05
net5146,152.02
_11761_,151.98
_07557_,151.975
_13603_,151.96
_14249_,151.94
u_interconnect.s1_axi_rdata\[17\],151.88
u_sram.mem\[63\]\[19\],151.84
u_cpu.decoded_imm\[30\],151.555
_12917_,151.54
_04868_,151.44
_09038_,151.3
_07344_,151.12
_07037_,150.94
_09011_,150.82
_10248_,150.75
_13391_,150.62
_08969_,150.58
_13483_,150.56
_13923_,150.56
_12471_,150.48
clknet_4_7_0_clk,150.47
clknet_4_3_0_clk,150.45
_05452_,150.39
_12368_,150.34
_12573_,150.235
_10669_,150.22
clknet_leaf_352_clk,150.17
_04753_,150.075
_07318_,150.07
_09243_,150.04
_05909_,150.01
u_sram.mem\[63\]\[21\],149.9
_13648_,149.88
_12434_,149.72
_07399_,149.68
_12888_,149.64
clknet_leaf_84_clk,149.595
_13792_,149.43
_07294_,149.415
_07600_,149.35
_08991_,149.18
_12738_,149
_14531_,148.735
_10121_,148.7
u_cpu.pcpi_rs1\[31\],148.7
_06127_,148.68
clknet_leaf_29_clk,148.65
_13938_,148.575
_09193_,148.56
_12506_,148.44
net5105,148.4
_07218_,148.37
_12860_,148.28
_13822_,148.14
clknet_leaf_143_clk,148.08
net4710,148.02
net4374,148
_07151_,147.955
_08923_,147.94
net4748,147.94
_09254_,147.84
_10122_,147.84
_14487_,147.7
u_sram.mem\[63\]\[18\],147.68
net4507,147.68
u_cpu.pcpi_rs2\[18\],147.66
_07025_,147.615
_04756_,147.525
_12553_,147.48
_13788_,147.47
net5148,147.44
u_sram.mem\[63\]\[17\],147.42
u_cpu.decoded_imm_j\[17\],147.345
_12399_,147.28
_05405_,147.25
_06860_,146.895
_09251_,146.76
_12653_,146.7
u_sram.mem\[63\]\[23\],146.7
_05439_,146.615
_12840_,146.58
cpu_mem_rdata\[1\],146.44
_10683_,146.34
_13965_,146.28
u_cpu.alu_out_q\[27\],146.28
_06938_,146.24
_09256_,146.14
_11318_,146.1
clknet_leaf_57_clk,146.08
_07338_,146.07
_07585_,145.95
_05959_,145.88
net5260,145.86
_04786_,145.84
_08255_,145.84
clknet_leaf_201_clk,145.84
_08965_,145.78
_04780_,145.58
_12445_,145.53
_12655_,145.5
_10833_,145.36
_12375_,145.34
_13964_,145.34
_05288_,145.27
_05048_,145.14
_13754_,145.13
u_sram.mem\[63\]\[16\],144.98
_09221_,144.97
u_interconnect.s1_axi_rdata\[19\],144.82
_09064_,144.7
_12720_,144.61
_04362_,144.5
u_cpu.alu_out_q\[29\],144.5
clknet_leaf_243_clk,144.48
clknet_leaf_13_clk,144.19
_12627_,144.18
_01237_,144.125
u_interconnect.m_axi_wdata\[18\],144.12
_07342_,143.96
_09270_,143.93
u_cpu.decoder_trigger,143.91
_12665_,143.82
_13935_,143.68
_14504_,143.655
clknet_leaf_177_clk,143.6
_12815_,143.515
u_cpu.reg_pc\[29\],143.48
u_interconnect.s1_axi_rdata\[12\],143.4
_07425_,143.28
_07094_,143.12
u_interconnect.s1_axi_rdata\[14\],143.08
_12824_,142.94
_05228_,142.9
net4981,142.76
_07127_,142.705
clknet_leaf_227_clk,142.6
_07389_,142.58
_08953_,142.5
_08934_,142.48
_10930_,142.46
_09506_,142.44
_08216_,142.38
clknet_4_6_0_clk,142.33
_12832_,142.26
_10004_,142.21
_12643_,142.16
clknet_4_10_0_clk,142.13
clknet_leaf_221_clk,142.06
_09432_,141.97
_12650_,141.96
net4782,141.88
_05272_,141.84
clknet_leaf_215_clk,141.8
_13897_,141.745
_04422_,141.6
_08349_,141.6
_05946_,141.555
_07255_,141.52
_11040_,141.36
_06979_,141.28
_12530_,141.12
_08920_,141.04
net4733,141
clknet_leaf_74_clk,140.91
_09005_,140.875
clknet_leaf_100_clk,140.84
_08951_,140.82
net519,140.78
u_cpu.alu_out_q\[28\],140.64
_12886_,140.57
_05168_,140.42
_12605_,140.38
_05925_,140.14
clknet_4_15_0_clk,140.09
net4545,140.06
clknet_leaf_316_clk,140.055
_12491_,139.98
clknet_leaf_305_clk,139.94
_12641_,139.91
net4825,139.88
_10678_,139.86
_13376_,139.86
u_interconnect.s1_axi_rdata\[20\],139.83
_09204_,139.82
u_sram.mem\[63\]\[22\],139.8
clknet_leaf_279_clk,139.51
_12341_,139.49
_08909_,139.43
_12441_,139.43
_12816_,139.38
_09218_,139.32
_12551_,139.3
net1645,139.26
_08946_,139.24
clknet_leaf_80_clk,139.215
_12651_,139.18
u_sram.mem\[63\]\[0\],138.98
_07048_,138.92
_13270_,138.88
_14530_,138.84
_07040_,138.8
_12843_,138.575
_14498_,138.525
_12775_,138.52
clknet_leaf_63_clk,138.38
_14491_,138.26
_07118_,138.12
_14490_,138.11
clknet_leaf_250_clk,137.96
_12333_,137.88
_05881_,137.8
_06074_,137.795
_07039_,137.77
_14460_,137.62
clknet_leaf_5_clk,137.58
clknet_leaf_218_clk,137.58
u_cpu.pcpi_rs2\[17\],137.52
_08941_,137.5
_04988_,137.44
_05170_,137.42
_07382_,137.36
clknet_4_13_0_clk,137.35
_10489_,137.28
u_interconnect.s1_axi_rdata\[11\],137.24
_14484_,137.15
_07870_,137.14
_08393_,137.06
_13861_,137.025
_13962_,136.95
_00028_,136.94
_12883_,136.92
_12636_,136.86
_10986_,136.755
clknet_leaf_12_clk,136.73
_12795_,136.7
clknet_leaf_364_clk,136.52
_12428_,136.34
u_interconnect.s1_axi_rdata\[13\],136.34
_10169_,136.1
_12409_,136.1
u_cpu.alu_out_q\[9\],136.04
_12761_,136.02
_10422_,135.98
_12808_,135.92
_11045_,135.9
net4729,135.86
_08949_,135.76
net4808,135.7
net4946,135.7
_10081_,135.695
_08350_,135.66
_12467_,135.56
_07287_,135.5
_12831_,135.24
u_interconnect.s1_axi_rdata\[16\],135.2
u_cpu.alu_out_q\[31\],135.05
_08474_,135.02
_12635_,134.98
clknet_leaf_67_clk,134.94
_11145_,134.86
_14463_,134.71
clknet_leaf_118_clk,134.59
clknet_leaf_359_clk,134.54
clknet_leaf_37_clk,134.47
_05930_,134.46
_08957_,134.44
_13869_,134.385
_10527_,134.28
clknet_leaf_213_clk,134.14
_13816_,133.98
_05460_,133.95
_08961_,133.94
_12823_,133.86
_08912_,133.8
_04681_,133.69
_04561_,133.68
_06472_,133.605
clknet_leaf_94_clk,133.5
_12581_,133.29
clknet_4_9_0_clk,133.21
_11376_,133.1
_12751_,133.08
_01748_,133.065
_08128_,133.06
clknet_leaf_343_clk,133.03
_09029_,132.96
u_cpu.decoded_imm_j\[13\],132.96
cpu_mem_addr\[8\],132.94
net4797,132.89
_07351_,132.74
_12992_,132.68
_05426_,132.62
_10866_,132.62
clknet_leaf_202_clk,132.56
_04484_,132.54
net5121,132.54
net5159,132.32
_14489_,132.275
_13876_,132.235
_09258_,132.18
clknet_leaf_77_clk,132
_08872_,131.96
_14516_,131.92
_05382_,131.8
_12353_,131.79
clknet_leaf_188_clk,131.715
_09263_,131.67
_12562_,131.64
u_interconnect.s1_axi_rdata\[26\],131.64
u_cpu.mem_rdata_q\[20\],131.44
u_sram.w_data_r\[22\],131.4
clknet_leaf_59_clk,131.4
_13918_,131.36
_08943_,131.24
_10839_,131.06
_00030_,131
_07134_,130.98
_08352_,130.88
_09512_,130.71
_10845_,130.68
_04682_,130.67
_06131_,130.6
net1179,130.54
_05817_,130.47
u_interconnect.s1_axi_rdata\[29\],130.36
_13716_,130.16
_12679_,130.15
clknet_leaf_351_clk,130.14
_14495_,130.07
u_sram.mem\[35\]\[17\],129.94
_08304_,129.89
clknet_leaf_205_clk,129.88
_12362_,129.875
_12928_,129.86
_12345_,129.84
_09271_,129.8
_00031_,129.76
_12729_,129.74
_07365_,129.735
_12572_,129.655
_08302_,129.48
_08984_,129.48
u_sram.w_data_r\[18\],129.42
clknet_leaf_148_clk,129.385
clknet_leaf_230_clk,129.38
_12817_,129.34
_11097_,129.12
u_interconnect.s1_axi_rdata\[27\],129.06
_11149_,129.045
_08278_,129.04
clknet_leaf_313_clk,128.86
_07335_,128.82
clknet_leaf_345_clk,128.72
u_cpu.decoded_imm\[3\],128.66
_14461_,128.64
net4848,128.64
_13745_,128.58
u_cpu.pcpi_rs1\[13\],128.52
u_sram.w_data_r\[21\],128.42
net4819,128.42
clknet_leaf_341_clk,128.24
clknet_leaf_156_clk,128.18
u_interconnect.s1_axi_rdata\[9\],128.16
clknet_leaf_314_clk,128.11
_13437_,127.975
clknet_leaf_60_clk,127.94
_12558_,127.92
_13367_,127.9
_07141_,127.87
u_sram.w_data_r\[23\],127.8
_14541_,127.75
_12378_,127.66
_08905_,127.49
net4575,127.26
_12401_,127.14
_12640_,127.04
_12475_,126.98
u_cpu.decoded_imm_j\[14\],126.95
u_interconnect.s1_axi_rdata\[18\],126.92
clknet_leaf_91_clk,126.82
_07021_,126.8
_13481_,126.76
u_interconnect.s1_axi_rdata\[25\],126.66
net4895,126.66
_07742_,126.62
_11192_,126.58
clknet_leaf_288_clk,126.5
_05675_,126.48
_07385_,126.26
_10038_,126.2
_09253_,126.16
_08902_,126.12
net4685,126.06
u_cpu.mem_do_rinst,125.9
_10557_,125.86
_13892_,125.85
clknet_leaf_330_clk,125.82
_10254_,125.78
clknet_leaf_69_clk,125.75
_09310_,125.74
_12644_,125.68
clknet_leaf_104_clk,125.66
clknet_leaf_58_clk,125.62
clknet_4_1_0_clk,125.57
_12360_,125.5
_10051_,125.415
_06921_,125.355
_13302_,125.34
u_cpu.alu_out_q\[30\],125.32
clknet_leaf_35_clk,125.11
_11279_,125.08
_06968_,125.01
_10202_,124.86
_04625_,124.84
_07010_,124.82
_12954_,124.78
u_cpu.alu_out_q\[1\],124.78
_13230_,124.76
_13775_,124.55
clknet_leaf_38_clk,124.53
_14538_,124.5
_05630_,124.43
_12359_,124.38
_13449_,124.36
u_interconnect.s1_axi_rdata\[21\],124.25
clknet_leaf_121_clk,124.22
_09283_,124.195
_00032_,124.16
_10428_,124.1
u_interconnect.s1_axi_rdata\[24\],124.02
clknet_leaf_247_clk,123.98
_07378_,123.9
clknet_leaf_172_clk,123.635
clknet_leaf_211_clk,123.62
_12637_,123.58
_14436_,123.575
clknet_leaf_108_clk,123.56
_07140_,123.53
_04805_,123.44
_08552_,123.44
_12858_,123.44
_07781_,123.38
_11321_,123.38
clknet_leaf_140_clk,123.32
clknet_leaf_354_clk,123.32
clknet_leaf_85_clk,123.315
net4571,123.235
_14558_,123.23
_08899_,123.18
clknet_leaf_90_clk,123
_04987_,122.98
net5059,122.92
cpu_mem_addr\[9\],122.76
_10304_,122.74
u_interconnect.s1_axi_rdata\[23\],122.56
_09049_,122.54
_06376_,122.53
u_sram.w_data_r\[19\],122.48
u_cpu.decoded_imm_j\[3\],122.345
clknet_leaf_9_clk,122.28
_11422_,122.12
net4649,122.115
_12363_,122.04
_07371_,121.9
u_interconnect.s1_axi_rdata\[28\],121.88
clknet_leaf_189_clk,121.7
clknet_leaf_33_clk,121.695
clknet_leaf_348_clk,121.54
_11469_,121.475
clknet_leaf_101_clk,121.44
_12002_,121.4
u_cpu.mem_rdata_q\[13\],121.36
_13614_,121.34
_12989_,121.32
cpu_mem_addr\[5\],121.32
net4932,121.3
_13972_,121.225
_10675_,121.2
_09228_,121.18
_12379_,121.175
_08878_,121.06
clknet_leaf_50_clk,121.06
_13548_,121
_12602_,120.99
_14465_,120.95
clknet_leaf_14_clk,120.94
net4297,120.94
_12377_,120.88
cpu_mem_rdata\[7\],120.84
_07452_,120.68
_13039_,120.64
net5144,120.54
clknet_leaf_25_clk,120.51
u_cpu.decoded_imm_j\[12\],120.48
_13342_,120.46
clknet_leaf_54_clk,120.44
_10083_,120.4
_04318_,120.38
net4959,120.34
clknet_leaf_92_clk,120.26
_05391_,120.23
_05916_,120.23
_08089_,120.2
clknet_leaf_342_clk,120.02
clknet_leaf_113_clk,119.94
net4897,119.94
_12364_,119.84
u_cpu.pcpi_rs1\[4\],119.8
net1391,119.74
_08867_,119.68
_04608_,119.62
_06120_,119.56
_10357_,119.465
clknet_leaf_3_clk,119.42
clknet_leaf_47_clk,119.3
_06885_,119.22
_10394_,119.2
_13992_,119.18
clknet_leaf_139_clk,119.1
clknet_4_11_0_clk,119.1
_13220_,119.06
_11485_,119.02
_12361_,118.92
clknet_leaf_125_clk,118.885
_08889_,118.82
clknet_leaf_126_clk,118.76
net4489,118.76
_14075_,118.7
u_sram.w_data_r\[24\],118.64
_05167_,118.6
_12915_,118.55
u_sram.w_data_r\[17\],118.54
_07823_,118.42
_05457_,118.385
_13990_,118.38
_06590_,118.36
_14437_,118.24
u_cpu.alu_out_q\[6\],118.205
_12154_,118.2
_06917_,118.15
_05629_,118.14
cpu_mem_addr\[7\],118.06
clknet_leaf_282_clk,118.04
_13680_,118.02
clknet_leaf_21_clk,118.02
net2885,117.98
clknet_leaf_150_clk,117.86
_13462_,117.85
net3242,117.84
clknet_leaf_280_clk,117.82
_04500_,117.78
_11880_,117.64
clknet_leaf_182_clk,117.6
_10837_,117.575
_13887_,117.52
_09224_,117.44
clknet_leaf_102_clk,117.4
clknet_leaf_207_clk,117.37
clknet_leaf_293_clk,117.34
_10213_,117.26
clknet_leaf_199_clk,117.24
