net,length_um
net5054,4.24
_00117_,4.22
_00284_,4.22
_00401_,4.22
_01150_,4.22
_04917_,4.22
_06061_,4.22
_06162_,4.22
_06431_,4.22
_06459_,4.22
_07509_,4.22
_07990_,4.22
_08144_,4.22
_08337_,4.22
_08690_,4.22
_09279_,4.22
_09371_,4.22
_09411_,4.22
_09870_,4.22
_10016_,4.22
_10027_,4.22
_10115_,4.22
_11815_,4.22
_13189_,4.22
_14290_,4.22
u_sram.mem\[40\]\[22\],4.22
u_sram.mem\[57\]\[7\],4.22
u_sram.mem\[6\]\[18\],4.22
u_sram.mem\[8\]\[31\],4.22
net1467,4.22
net2047,4.22
_03497_,4.215
net1483,4.215
_04597_,4.2
_05220_,4.2
_06044_,4.2
_09052_,4.2
_10690_,4.2
_11230_,4.2
_11286_,4.2
_11795_,4.2
_11809_,4.2
_11898_,4.2
_11963_,4.2
u_sram.mem\[48\]\[5\],4.2
net2163,4.2
net3639,4.2
_02160_,4.18
_00012_,4.165
_00559_,4.165
_00602_,4.165
_00606_,4.165
_00630_,4.165
_00663_,4.165
_00671_,4.165
_00749_,4.165
_00925_,4.165
_00941_,4.165
_00993_,4.165
_01336_,4.165
_01557_,4.165
_01684_,4.165
_02077_,4.165
_02123_,4.165
_02320_,4.165
_02505_,4.165
_02691_,4.165
_02695_,4.165
_02992_,4.165
_03310_,4.165
_03342_,4.165
_03438_,4.165
_03459_,4.165
_03495_,4.165
_03530_,4.165
_03627_,4.165
_03666_,4.165
_04018_,4.165
_04226_,4.165
net416,4.165
net450,4.165
net524,4.165
net778,4.165
net970,4.165
net1109,4.165
net1511,4.165
net1608,4.165
net1910,4.165
net3188,4.165
net3248,4.165
net4647,4.165
net4852,4.165
net4857,4.165
net4942,4.165
net4969,4.165
_00067_,4.15
_00169_,4.15
_00281_,4.15
_00502_,4.145
_01698_,4.145
_03234_,4.145
_03299_,4.145
_03596_,4.145
_03712_,4.145
_01163_,4.14
_04811_,4.14
_04859_,4.14
_04884_,4.14
_05448_,4.14
_05518_,4.14
_05688_,4.14
_06599_,4.14
_07055_,4.14
_07499_,4.14
_09135_,4.14
_09447_,4.14
_09600_,4.14
_10110_,4.14
_10198_,4.14
_10293_,4.14
_11142_,4.14
_11257_,4.14
_11380_,4.14
_12937_,4.14
_14208_,4.14
_14253_,4.14
_14542_,4.14
u_interconnect.s2_axi_rvalid,4.14
net4565,4.14
net5079,4.14
_00538_,4.125
_00704_,4.125
_01710_,4.125
_02129_,4.125
_00088_,4.12
_01400_,4.12
_03163_,4.12
_03190_,4.12
_03199_,4.12
_04187_,4.12
_04188_,4.12
_04530_,4.12
_05462_,4.12
_06053_,4.12
_06804_,4.12
_06936_,4.12
_07645_,4.12
_08385_,4.12
_10861_,4.12
_11101_,4.12
_14081_,4.12
net462,4.12
net3492,4.12
net4269,4.12
net5205,4.12
_09611_,4.11
_04345_,4.1
_10245_,4.1
_10662_,4.1
_11330_,4.1
_11481_,4.1
_11554_,4.1
_11634_,4.1
_11695_,4.1
u_interconnect.m_axi_awaddr\[3\],4.1
u_sram.mem\[34\]\[24\],4.1
u_sram.mem\[38\]\[28\],4.1
u_sram.mem\[43\]\[10\],4.1
u_uart.u_tx.clk_cnt\[6\],4.1
net1925,4.1
net3199,4.1
net4482,4.1
net4988,4.1
net5302,4.1
_01157_,4.095
_02393_,4.095
_03409_,4.095
net2597,4.095
_01875_,4.085
_01883_,4.085
_00252_,4.08
_00922_,4.065
_03775_,4.065
_04083_,4.065
_00490_,4.055
_00078_,4.05
_00143_,4.05
_00178_,4.05
_00236_,4.05
_00315_,4.05
_02408_,4.045
_03265_,4.045
_03385_,4.045
net340,4.045
net860,4.045
net2025,4.045
_01428_,4.025
_02554_,4.025
_03763_,4.025
net4632,4.025
_00781_,4.02
_00809_,4.02
_01050_,4.02
_01192_,4.02
_01328_,4.02
_02319_,4.02
_02694_,4.02
_02933_,4.02
_02968_,4.02
_03812_,4.02
_04529_,4.02
_04533_,4.02
_05216_,4.02
_05543_,4.02
_05697_,4.02
_05862_,4.02
_06815_,4.02
_07746_,4.02
_07827_,4.02
_07900_,4.02
_08193_,4.02
_08292_,4.02
_08537_,4.02
_09605_,4.02
_10307_,4.02
_10840_,4.02
_11476_,4.02
_11478_,4.02
_12185_,4.02
_13436_,4.02
_13733_,4.02
_13804_,4.02
_14170_,4.02
net57,4.02
net4335,4.02
net5095,4.02
_12026_,4.01
_00328_,4
_00684_,4
_00697_,4
_00797_,4
_01013_,4
_01076_,4
_01451_,4
_01472_,4
_01784_,4
_01844_,4
_01952_,4
_02186_,4
_02314_,4
_02803_,4
_02809_,4
_02828_,4
_02893_,4
_03064_,4
_03078_,4
_03929_,4
_03991_,4
_04036_,4
_04039_,4
_04056_,4
_04063_,4
_04154_,4
_04161_,4
_04175_,4
_04321_,4
_04405_,4
_04569_,4
_05121_,4
_05280_,4
_05283_,4
_05618_,4
_05637_,4
_05730_,4
_05796_,4
_05969_,4
_06372_,4
_06414_,4
_06657_,4
_06796_,4
_06821_,4
_06861_,4
_06993_,4
_07138_,4
_07406_,4
_07530_,4
_07695_,4
_07850_,4
_08024_,4
_08034_,4
_08097_,4
_08168_,4
_08338_,4
_08540_,4
_08575_,4
_08607_,4
_08661_,4
_08672_,4
_08699_,4
_08716_,4
_08757_,4
_08849_,4
_09125_,4
_09130_,4
_09692_,4
_09804_,4
_09909_,4
_10173_,4
_10199_,4
_10407_,4
_10477_,4
_10482_,4
_10882_,4
_10910_,4
_11119_,4
_11144_,4
_11438_,4
_11474_,4
_11741_,4
_12156_,4
_13362_,4
_13469_,4
_13893_,4
_13941_,4
_14097_,4
b_state\[2\],4
u_cpu.count_cycle\[31\],4
u_cpu.count_instr\[12\],4
u_cpu.mem_rdata_q\[27\],4
u_cpu.reg_next_pc\[11\],4
u_cpu.reg_next_pc\[24\],4
u_cpu.reg_next_pc\[27\],4
u_cpu.reg_out\[2\],4
u_interconnect.m_axi_araddr\[20\],4
u_interconnect.m_axi_awaddr\[13\],4
u_interconnect.s0_axi_rdata\[20\],4
u_interconnect.s0_axi_rdata\[22\],4
u_interconnect.s1_axi_bvalid,4
u_sram.mem\[10\]\[22\],4
u_sram.mem\[11\]\[13\],4
u_sram.mem\[18\]\[3\],4
u_sram.mem\[21\]\[9\],4
u_sram.mem\[22\]\[28\],4
u_sram.mem\[23\]\[1\],4
u_sram.mem\[23\]\[25\],4
u_sram.mem\[27\]\[9\],4
u_sram.mem\[3\]\[3\],4
u_sram.mem\[41\]\[16\],4
u_sram.mem\[52\]\[13\],4
u_sram.mem\[58\]\[16\],4
u_sram.mem\[59\]\[6\],4
u_sram.mem\[60\]\[3\],4
u_sram.mem\[7\]\[3\],4
u_sram.mem\[9\]\[2\],4
u_uart.rx_data_raw\[6\],4
u_uart.u_tx.clk_cnt\[9\],4
u_uart.w_byte\[6\],4
net23,4
net42,4
net54,4
net579,4
net1230,4
net1236,4
net1437,4
net2170,4
net2951,4
net3094,4
net3100,4
net3298,4
net3809,4
net4300,4
net5092,4
net5174,4
net5184,4
net5274,4
_05537_,3.98
_08777_,3.98
_09298_,3.98
u_cpu.count_cycle\[5\],3.98
u_sram.mem\[10\]\[30\],3.98
u_sram.mem\[36\]\[14\],3.98
u_sram.mem\[38\]\[27\],3.98
u_sram.mem\[5\]\[0\],3.98
_01743_,3.975
_00730_,3.965
_01363_,3.965
_01371_,3.965
_01640_,3.965
_01761_,3.965
_02264_,3.965
_02439_,3.965
_02601_,3.965
_02932_,3.965
_03462_,3.965
_03548_,3.965
_03684_,3.965
_03698_,3.965
_04112_,3.965
_04008_,3.955
_00358_,3.93
_00595_,3.925
_00631_,3.925
_00654_,3.925
_00682_,3.925
_00710_,3.925
_00968_,3.925
_00970_,3.925
_00987_,3.925
_01160_,3.925
_01182_,3.925
_01334_,3.925
_01573_,3.925
_01587_,3.925
_01641_,3.925
_01668_,3.925
_01680_,3.925
_01771_,3.925
_01918_,3.925
_01919_,3.925
_01977_,3.925
_02074_,3.925
_02096_,3.925
_02165_,3.925
_02166_,3.925
_02240_,3.925
_02373_,3.925
_02376_,3.925
_02465_,3.925
_02556_,3.925
_02671_,3.925
_02746_,3.925
_02799_,3.925
_02982_,3.925
_02991_,3.925
_03018_,3.925
_03211_,3.925
_03237_,3.925
_03252_,3.925
_03307_,3.925
_03347_,3.925
_03383_,3.925
_03401_,3.925
_03456_,3.925
_03487_,3.925
_03561_,3.925
_03580_,3.925
_03639_,3.925
_03774_,3.925
_03827_,3.925
_03865_,3.925
_03874_,3.925
_04021_,3.925
net923,3.925
net1104,3.925
net2238,3.925
net2561,3.925
net4333,3.925
_00596_,3.9
_01088_,3.9
_01092_,3.9
_01667_,3.9
_01837_,3.9
_02200_,3.9
_02242_,3.9
_02385_,3.9
_02404_,3.9
_02980_,3.9
_03087_,3.9
_03481_,3.9
_03903_,3.9
_04129_,3.9
_04300_,3.9
_05146_,3.9
_07145_,3.9
_07491_,3.9
_08481_,3.9
_09308_,3.9
_10124_,3.9
_12052_,3.9
_13126_,3.9
_13266_,3.9
_13575_,3.9
_13710_,3.9
_13898_,3.9
_14078_,3.9
_14168_,3.9
_14497_,3.9
u_cpu.alu_out\[31\],3.9
u_interconnect.m_axi_bready,3.9
net4193,3.9
_00270_,3.88
_03909_,3.88
_04192_,3.88
_05014_,3.88
_05440_,3.88
_05552_,3.88
_05658_,3.88
_05970_,3.88
_06323_,3.88
_06475_,3.88
_07038_,3.88
_07439_,3.88
_07667_,3.88
_07945_,3.88
_08080_,3.88
_08210_,3.88
_08429_,3.88
_09154_,3.88
_09427_,3.88
_09508_,3.88
_09568_,3.88
_09701_,3.88
_09852_,3.88
_10319_,3.88
_10334_,3.88
_10363_,3.88
_10616_,3.88
_10836_,3.88
_10856_,3.88
_11399_,3.88
_11440_,3.88
_11788_,3.88
_11861_,3.88
_13183_,3.88
_13383_,3.88
_13405_,3.88
_13772_,3.88
_14207_,3.88
_14351_,3.88
u_cpu.trap,3.88
u_sram.mem\[18\]\[24\],3.88
u_sram.mem\[25\]\[2\],3.88
u_sram.mem\[49\]\[18\],3.88
u_sram.mem\[57\]\[23\],3.88
u_sram.mem\[63\]\[4\],3.88
u_sram.w_data_r\[2\],3.88
u_uart.u_tx.bit_cnt\[1\],3.88
net2511,3.88
net2808,3.88
net2979,3.88
net4250,3.88
net4424,3.88
net5301,3.88
_01035_,3.86
_02455_,3.86
_03074_,3.86
_03176_,3.86
_04490_,3.86
_05161_,3.86
_05567_,3.86
_06395_,3.86
_10448_,3.86
_11947_,3.86
u_sram.mem\[19\]\[4\],3.86
u_sram.mem\[59\]\[24\],3.86
u_sram.mem\[62\]\[23\],3.86
net2329,3.86
net4868,3.86
_00104_,3.81
_00254_,3.81
_00638_,3.805
_00948_,3.805
_01530_,3.805
_01598_,3.805
_02331_,3.805
_02419_,3.805
_02424_,3.805
_02822_,3.805
_03413_,3.805
_03420_,3.805
_03486_,3.805
_03665_,3.805
_03702_,3.805
_04092_,3.805
net2824,3.805
_01892_,3.8
_00963_,3.78
_01044_,3.78
_01130_,3.78
_01516_,3.78
_01606_,3.78
_02039_,3.78
_02089_,3.78
_02312_,3.78
_02379_,3.78
_02380_,3.78
_02383_,3.78
_03314_,3.78
_03515_,3.78
_03529_,3.78
_04089_,3.78
_04214_,3.78
_04953_,3.78
_05035_,3.78
_06043_,3.78
_07498_,3.78
_08226_,3.78
_08555_,3.78
_08632_,3.78
_09088_,3.78
_09773_,3.78
_09915_,3.78
_11111_,3.78
_11201_,3.78
_11501_,3.78
_11560_,3.78
_11591_,3.78
_12043_,3.78
_13510_,3.78
_13674_,3.78
_14333_,3.78
net390,3.78
net502,3.78
net598,3.78
net752,3.78
net1197,3.78
net1349,3.78
net1424,3.78
net1570,3.78
net1775,3.78
net2272,3.78
net2772,3.78
net2988,3.78
net3305,3.78
net3328,3.78
net3693,3.78
net3740,3.78
net3979,3.78
net4660,3.78
_05480_,3.77
_00165_,3.76
_00225_,3.76
_00354_,3.76
_00357_,3.76
_00440_,3.76
_01304_,3.76
_03997_,3.76
_07643_,3.76
_07848_,3.76
_09843_,3.76
_10188_,3.76
_10321_,3.76
_10612_,3.76
_11297_,3.76
_11731_,3.76
_11763_,3.76
_12072_,3.76
_13714_,3.76
net3761,3.76
net3972,3.76
net3987,3.76
_04438_,3.74
_04891_,3.74
_08094_,3.74
_11434_,3.74
_11616_,3.74
_11755_,3.74
_14512_,3.74
u_sram.mem\[19\]\[13\],3.74
u_sram.mem\[30\]\[11\],3.74
net792,3.74
net3734,3.74
_07447_,3.73
_00509_,3.705
_00539_,3.705
_00607_,3.705
_00672_,3.705
_00955_,3.705
_01128_,3.705
_01143_,3.705
_01183_,3.705
_01197_,3.705
_01214_,3.705
_01351_,3.705
_01607_,3.705
_01778_,3.705
_01876_,3.705
_02114_,3.705
_02121_,3.705
_02310_,3.705
_02341_,3.705
_02390_,3.705
_02431_,3.705
_02433_,3.705
_02971_,3.705
_03214_,3.705
_03233_,3.705
_03240_,3.705
_03317_,3.705
_03577_,3.705
_03833_,3.705
net884,3.705
net2473,3.705
net3948,3.705
net4361,3.705
net4496,3.705
net4619,3.705
net4842,3.705
_00151_,3.69
_00155_,3.69
_02413_,3.685
_02627_,3.685
_01493_,3.68
_01496_,3.68
_04436_,3.68
_04472_,3.68
_04705_,3.68
_05578_,3.68
_06177_,3.68
_06290_,3.68
_06346_,3.68
_06564_,3.68
_07350_,3.68
_08106_,3.68
_08674_,3.68
_08808_,3.68
_09018_,3.68
_09163_,3.68
_09526_,3.68
_09662_,3.68
_10989_,3.68
_11585_,3.68
_11626_,3.68
_11717_,3.68
_13750_,3.68
_13770_,3.68
_14200_,3.68
net58,3.68
net4329,3.68
net4394,3.68
net4521,3.68
_01848_,3.66
_03491_,3.66
_04989_,3.66
_05882_,3.66
_06021_,3.66
_08209_,3.66
_08605_,3.66
_09616_,3.66
_10147_,3.66
_10227_,3.66
_10418_,3.66
_10846_,3.66
_11148_,3.66
_13093_,3.66
_13789_,3.66
net10,3.66
net12,3.66
net881,3.66
net2027,3.66
net2835,3.66
net3735,3.66
net4220,3.66
net4327,3.66
net4948,3.66
_05289_,3.64
_06100_,3.64
_06275_,3.64
_07714_,3.64
_10094_,3.64
_11223_,3.64
u_sram.mem\[62\]\[5\],3.64
net618,3.64
_03395_,3.635
net2147,3.635
_00177_,3.61
_00402_,3.61
_00691_,3.605
_02144_,3.605
_03210_,3.605
_03278_,3.605
_03860_,3.605
_03866_,3.605
_04034_,3.605
net5390,3.605
_01595_,3.595
_00069_,3.59
_00105_,3.59
_00115_,3.59
_00223_,3.59
_00238_,3.59
_00246_,3.59
_00333_,3.59
_00416_,3.585
_00712_,3.585
_01158_,3.585
_01899_,3.585
_02928_,3.585
_03281_,3.585
_03485_,3.585
_03694_,3.585
_03771_,3.585
net1812,3.585
_09078_,3.58
_01575_,3.565
_01714_,3.565
_02494_,3.565
_03396_,3.565
_00021_,3.56
_00788_,3.56
_00789_,3.56
_00881_,3.56
_00884_,3.56
_01039_,3.56
_01048_,3.56
_01086_,3.56
_01407_,3.56
_01651_,3.56
_01751_,3.56
_01772_,3.56
_02234_,3.56
_02269_,3.56
_02273_,3.56
_02662_,3.56
_02781_,3.56
_02787_,3.56
_02801_,3.56
_02816_,3.56
_02835_,3.56
_02958_,3.56
_03013_,3.56
_03049_,3.56
_03057_,3.56
_03073_,3.56
_03075_,3.56
_03107_,3.56
_03134_,3.56
_03543_,3.56
_03814_,3.56
_03816_,3.56
_03838_,3.56
_03840_,3.56
_03846_,3.56
_03904_,3.56
_03913_,3.56
_03915_,3.56
_03932_,3.56
_03940_,3.56
_04044_,3.56
_04119_,3.56
_04134_,3.56
_04138_,3.56
_04146_,3.56
_04171_,3.56
_04172_,3.56
_04244_,3.56
_05535_,3.56
_06542_,3.56
_06582_,3.56
_06674_,3.56
_06760_,3.56
_06767_,3.56
_06840_,3.56
_07177_,3.56
_07422_,3.56
_07721_,3.56
_07762_,3.56
_07982_,3.56
_08030_,3.56
_08468_,3.56
_08579_,3.56
_08696_,3.56
_08734_,3.56
_08922_,3.56
_09405_,3.56
_09630_,3.56
_09746_,3.56
_09761_,3.56
_10126_,3.56
_10149_,3.56
_10550_,3.56
_10627_,3.56
_11028_,3.56
_11311_,3.56
_11548_,3.56
_11552_,3.56
_11675_,3.56
_13341_,3.56
_13624_,3.56
_13874_,3.56
_14320_,3.56
u_cpu.reg_next_pc\[9\],3.56
net3600,3.56
_00010_,3.54
_00345_,3.54
_00407_,3.54
_00755_,3.54
_00769_,3.54
_00839_,3.54
_00897_,3.54
_01097_,3.54
_01283_,3.54
_01327_,3.54
_01458_,3.54
_01789_,3.54
_01833_,3.54
_02212_,3.54
_02343_,3.54
_02356_,3.54
_02752_,3.54
_02784_,3.54
_02865_,3.54
_03106_,3.54
_03171_,3.54
_03193_,3.54
_03733_,3.54
_03922_,3.54
_04128_,3.54
_04255_,3.54
_04258_,3.54
_04325_,3.54
_04607_,3.54
_04636_,3.54
_04817_,3.54
_05616_,3.54
_05631_,3.54
_06125_,3.54
_06368_,3.54
_06400_,3.54
_07403_,3.54
_07497_,3.54
_07719_,3.54
_07856_,3.54
_07860_,3.54
_07882_,3.54
_07895_,3.54
_07931_,3.54
_08078_,3.54
_08493_,3.54
_08794_,3.54
_08824_,3.54
_09060_,3.54
_09300_,3.54
_09390_,3.54
_09589_,3.54
_09800_,3.54
_10328_,3.54
_10599_,3.54
_11363_,3.54
_11813_,3.54
_11865_,3.54
_12159_,3.54
_12524_,3.54
_13607_,3.54
_13640_,3.54
_13682_,3.54
_13708_,3.54
_13810_,3.54
_14026_,3.54
cpu_mem_instr,3.54
u_cpu.reg_out\[11\],3.54
u_cpu.reg_out\[4\],3.54
u_interconnect.m_axi_araddr\[23\],3.54
u_interconnect.m_axi_wdata\[3\],3.54
u_interconnect.s0_axi_rdata\[8\],3.54
u_sram.mem\[10\]\[1\],3.54
u_sram.mem\[10\]\[6\],3.54
u_sram.mem\[11\]\[11\],3.54
u_sram.mem\[11\]\[2\],3.54
u_sram.mem\[15\]\[0\],3.54
u_sram.mem\[17\]\[30\],3.54
u_sram.mem\[18\]\[9\],3.54
u_sram.mem\[1\]\[7\],3.54
u_sram.mem\[20\]\[16\],3.54
u_sram.mem\[20\]\[9\],3.54
u_sram.mem\[21\]\[0\],3.54
u_sram.mem\[23\]\[13\],3.54
u_sram.mem\[26\]\[29\],3.54
u_sram.mem\[27\]\[28\],3.54
u_sram.mem\[29\]\[16\],3.54
u_sram.mem\[2\]\[2\],3.54
u_sram.mem\[30\]\[17\],3.54
u_sram.mem\[33\]\[11\],3.54
u_sram.mem\[34\]\[0\],3.54
u_sram.mem\[49\]\[13\],3.54
u_sram.mem\[4\]\[10\],3.54
u_sram.mem\[4\]\[3\],3.54
u_sram.mem\[53\]\[12\],3.54
u_sram.mem\[5\]\[10\],3.54
u_sram.mem\[63\]\[5\],3.54
u_uart.aw_got,3.54
u_uart.u_tx.shift_reg\[4\],3.54
net295,3.54
net401,3.54
net775,3.54
net863,3.54
net1032,3.54
net1168,3.54
net1376,3.54
net1464,3.54
net1624,3.54
net1630,3.54
net1669,3.54
net1677,3.54
net1825,3.54
net2008,3.54
net2018,3.54
net2074,3.54
net2090,3.54
net2267,3.54
net2956,3.54
net3085,3.54
net3367,3.54
net3373,3.54
net4097,3.54
net4187,3.54
net4346,3.54
net4464,3.54
net4597,3.54
net4601,3.54
net5001,3.54
net5183,3.54
net5265,3.54
net5328,3.54
net5440,3.54
_03066_,3.52
_04710_,3.52
u_sram.mem\[36\]\[16\],3.52
u_sram.mem\[54\]\[17\],3.52
u_sram.mem\[61\]\[8\],3.52
_03835_,3.515
_03853_,3.515
_04279_,3.515
_01030_,3.505
_01564_,3.505
_02009_,3.505
_02466_,3.505
_02473_,3.505
_02624_,3.505
_02717_,3.505
_02743_,3.505
_03407_,3.505
_03574_,3.505
_03576_,3.505
_00455_,3.465
_00616_,3.465
_00650_,3.465
_00662_,3.465
_00962_,3.465
_00975_,3.465
_01011_,3.465
_01031_,3.465
_01241_,3.465
_01267_,3.465
_01305_,3.465
_01306_,3.465
_01320_,3.465
_01369_,3.465
_01526_,3.465
_01576_,3.465
_01605_,3.465
_01637_,3.465
_01696_,3.465
_01879_,3.465
_01888_,3.465
_01890_,3.465
_01893_,3.465
_01898_,3.465
_01912_,3.465
_01916_,3.465
_01968_,3.465
_02014_,3.465
_02024_,3.465
_02082_,3.465
_02134_,3.465
_02183_,3.465
_02315_,3.465
_02360_,3.465
_02387_,3.465
_02443_,3.465
_02480_,3.465
_02610_,3.465
_02631_,3.465
_02747_,3.465
_02864_,3.465
_02902_,3.465
_02927_,3.465
_03212_,3.465
_03231_,3.465
_03339_,3.465
_03414_,3.465
_03581_,3.465
_03594_,3.465
_03611_,3.465
_03755_,3.465
_03824_,3.465
_04201_,3.465
_04276_,3.465
net353,3.465
net1269,3.465
_03600_,3.44
_04397_,3.44
_04434_,3.44
_06532_,3.44
_07027_,3.44
_07992_,3.44
_08494_,3.44
_09780_,3.44
_10191_,3.44
_10263_,3.44
_11601_,3.44
_13357_,3.44
_13644_,3.44
_13712_,3.44
_13831_,3.44
_13846_,3.44
_14345_,3.44
u_sram.mem\[9\]\[8\],3.44
_01056_,3.42
_02313_,3.42
_02562_,3.42
_04543_,3.42
_04657_,3.42
_05084_,3.42
_05169_,3.42
_05260_,3.42
_05746_,3.42
_06102_,3.42
_06169_,3.42
_06274_,3.42
_06424_,3.42
_06547_,3.42
_06671_,3.42
_06731_,3.42
_06925_,3.42
_07108_,3.42
_07375_,3.42
_07460_,3.42
_07528_,3.42
_07573_,3.42
_07662_,3.42
_08207_,3.42
_08339_,3.42
_09273_,3.42
_09374_,3.42
_09540_,3.42
_09586_,3.42
_09645_,3.42
_09724_,3.42
_09731_,3.42
_10000_,3.42
_10140_,3.42
_10697_,3.42
_10979_,3.42
_11185_,3.42
_11303_,3.42
_11658_,3.42
_11893_,3.42
_13657_,3.42
_13717_,3.42
_13860_,3.42
_14096_,3.42
_14597_,3.42
u_sram.mem\[15\]\[7\],3.42
u_sram.mem\[17\]\[19\],3.42
u_sram.mem\[32\]\[16\],3.42
u_sram.mem\[5\]\[21\],3.42
net386,3.42
net687,3.42
net2116,3.42
net2164,3.42
net2433,3.42
net2984,3.42
net3686,3.42
net4793,3.42
net5291,3.42
_00683_,3.4
_01514_,3.4
_03085_,3.4
_11241_,3.4
net4910,3.4
u_sram.mem\[6\]\[14\],3.395
net686,3.395
_00835_,3.385
_00182_,3.37
_00265_,3.37
_00158_,3.35
_00330_,3.35
_00338_,3.35
_00442_,3.345
_00449_,3.345
_00545_,3.345
_00552_,3.345
_00576_,3.345
_00629_,3.345
_00877_,3.345
_00950_,3.345
_01101_,3.345
_01102_,3.345
_01135_,3.345
_01177_,3.345
_01201_,3.345
_01217_,3.345
_01249_,3.345
_01503_,3.345
_01579_,3.345
_01612_,3.345
_01658_,3.345
_01662_,3.345
_01675_,3.345
_01871_,3.345
_01886_,3.345
_01963_,3.345
_02047_,3.345
_02503_,3.345
_02615_,3.345
_02668_,3.345
_02924_,3.345
_02950_,3.345
_03262_,3.345
_03280_,3.345
_03352_,3.345
_03440_,3.345
_03540_,3.345
_03541_,3.345
_03546_,3.345
_03549_,3.345
_03552_,3.345
_03717_,3.345
_03770_,3.345
_04087_,3.345
net1741,3.345
net3064,3.345
_01870_,3.34
_00475_,3.32
_01232_,3.32
_01335_,3.32
_01342_,3.32
_02406_,3.32
_02435_,3.32
_02613_,3.32
_02815_,3.32
_03363_,3.32
_03638_,3.32
_03680_,3.32
_03769_,3.32
_04105_,3.32
_04213_,3.32
_04549_,3.32
_05965_,3.32
_06055_,3.32
_07522_,3.32
_07880_,3.32
_08461_,3.32
_08732_,3.32
_09309_,3.32
_10878_,3.32
_10987_,3.32
_11166_,3.32
_11296_,3.32
_11313_,3.32
_11368_,3.32
_11521_,3.32
_11702_,3.32
_11733_,3.32
_11797_,3.32
_11876_,3.32
_11886_,3.32
_13034_,3.32
_13699_,3.32
net426,3.32
net465,3.32
net538,3.32
net675,3.32
net890,3.32
net901,3.32
net1962,3.32
net2203,3.32
net2235,3.32
net2291,3.32
net2365,3.32
net2455,3.32
net2613,3.32
net2848,3.32
net3045,3.32
net3554,3.32
net3664,3.32
net3741,3.32
net3779,3.32
net3934,3.32
net4005,3.32
net4194,3.32
net4241,3.32
_00118_,3.3
_00175_,3.3
_00268_,3.3
_00337_,3.3
_00391_,3.3
_05400_,3.3
_07261_,3.3
_09362_,3.3
_09487_,3.3
_09519_,3.3
_10834_,3.3
_11393_,3.3
_12179_,3.3
_14224_,3.3
u_uart.u_tx.shift_reg\[3\],3.3
net833,3.3
net3332,3.3
net4048,3.3
net5068,3.3
_02187_,3.275
_00457_,3.245
_00481_,3.245
_00501_,3.245
_00619_,3.245
_00640_,3.245
_00716_,3.245
_01252_,3.245
_01343_,3.245
_01629_,3.245
_01636_,3.245
_01964_,3.245
_02006_,3.245
_02008_,3.245
_02013_,3.245
_02101_,3.245
_02156_,3.245
_02410_,3.245
_02493_,3.245
_02508_,3.245
_02512_,3.245
_02896_,3.245
_02940_,3.245
_03238_,3.245
_03251_,3.245
_03253_,3.245
_03318_,3.245
_03326_,3.245
_03415_,3.245
_03493_,3.245
_03573_,3.245
_03586_,3.245
_03592_,3.245
_03614_,3.245
_03727_,3.245
_03852_,3.245
_03886_,3.245
_04094_,3.245
_04096_,3.245
_04098_,3.245
_04110_,3.245
_04217_,3.245
net1001,3.245
net1388,3.245
net1878,3.245
net2520,3.245
net2694,3.245
net4364,3.245
net4390,3.245
net5102,3.245
_00142_,3.23
_00045_,3.225
_00464_,3.225
_00492_,3.225
_01141_,3.225
_01147_,3.225
_01736_,3.225
_01996_,3.225
_02651_,3.225
_03208_,3.225
_03740_,3.225
_03779_,3.225
net980,3.225
net2045,3.225
_00997_,3.22
_01009_,3.22
_01014_,3.22
_01017_,3.22
_01470_,3.22
_01652_,3.22
_03167_,3.22
_03168_,3.22
_04067_,3.22
_04174_,3.22
_04498_,3.22
_05407_,3.22
_06028_,3.22
_06336_,3.22
_06712_,3.22
_06924_,3.22
_07102_,3.22
_07107_,3.22
_07153_,3.22
_07417_,3.22
_07420_,3.22
_07737_,3.22
_07799_,3.22
_08186_,3.22
_09136_,3.22
_09280_,3.22
_09343_,3.22
_10312_,3.22
_10425_,3.22
_10429_,3.22
_10466_,3.22
_10495_,3.22
_10885_,3.22
_12067_,3.22
_12205_,3.22
_14255_,3.22
net650,3.22
net779,3.22
net998,3.22
net1133,3.22
net1413,3.22
net1542,3.22
net2113,3.22
net2133,3.22
net2199,3.22
net2296,3.22
net2430,3.22
net2543,3.22
net2665,3.22
net2973,3.22
net3149,3.22
net4606,3.22
_00355_,3.2
_00591_,3.2
_00796_,3.2
_00872_,3.2
_01858_,3.2
_02079_,3.2
_02549_,3.2
_03138_,3.2
_03139_,3.2
_03198_,3.2
_04143_,3.2
_04194_,3.2
_04579_,3.2
_06898_,3.2
_09809_,3.2
_10587_,3.2
_11341_,3.2
_12949_,3.2
net3304,3.2
net3441,3.2
net3627,3.2
net4506,3.2
net5170,3.2
net5408,3.2
net5421,3.2
_05681_,3.18
_13872_,3.18
u_interconnect.m_axi_awaddr\[20\],3.18
net5240,3.18
_00600_,3.175
_00946_,3.175
_01379_,3.175
_01386_,3.175
_01632_,3.175
_01929_,3.175
_02067_,3.175
_02081_,3.175
_02159_,3.175
_02227_,3.175
_02301_,3.175
_02348_,3.175
_02374_,3.175
_02501_,3.175
_02548_,3.175
_02636_,3.175
_02886_,3.175
_03371_,3.175
_03553_,3.175
_03722_,3.175
_03753_,3.175
_04006_,3.175
